basin_index,from_raw,from_swmm_id,to_raw,to_swmm_id,edge_type,parsed_successfully,built_successfully,blocker_reason,direction_token_used,source_branch_logic_row
1,J77,J_77,O77,O_77,JO,true,true,,TOP,2
1,J76,J_76,J77,J_77,JJ,true,true,,LEFT,3
1,J75,J_75,J77,J_77,JJ,true,true,,RIGHT,3
1,IN82,IN_82,J76,J_76,IJ,true,true,,TOP,4
1,IN80,IN_80,J75,J_75,IJ,true,true,,TOP,5
1,IN81,IN_81,J75,J_75,IJ,true,true,,RIGHT,5
1,IN79,IN_79,J75,J_75,IJ,true,true,,45 DEGREES TOP RIGHT,5
1,J74,J_74,J75,J_75,JJ,true,true,,LEFT,5
1,J72,J_72,J74,J_74,JJ,true,true,,TOP,6
1,J71.9,J_71_9,J72,J_72,JJ,true,true,,RIGHT,7
1,J71.8,J_71_8,J72,J_72,JJ,true,true,,45 DEGREES TOP LEFT,7
1,IN77.6,IN_77_6,J71.8,J_71_8,IJ,true,true,,LEFT,8
1,J71.7,J_71_7,J71.8,J_71_8,JJ,true,true,,TOP,8
1,J71.6,J_71_6,J71.7,J_71_7,JJ,true,true,,45 DEGREES TOP RIGHT,9
1,J71.4,J_71_4,J71.7,J_71_7,JJ,true,true,,45 DEGREES TOP LEFT,9
1,IN77.5,IN_77_5,J71.6,J_71_6,IJ,true,true,,LEFT,10
1,J71.5,J_71_5,J71.6,J_71_6,JJ,true,true,,TOP,10
1,IN77.3,IN_77_3,J71.5,J_71_5,IJ,true,true,,LEFT,11
1,IN77.4,IN_77_4,J71.5,J_71_5,IJ,true,true,,RIGHT,11
1,J71.2,J_71_2,J71.4,J_71_4,JJ,true,false,missing_junction_source,RIGHT,12
1,J71.3,J_71_3,J71.4,J_71_4,JJ,true,false,missing_junction_source,TOP,12
1,IN77.2,IN_77_2,J71.3,J_71_3,IJ,true,true,,TOP,13
1,IN77,IN_77,J71.2,J_71_2,IJ,true,true,,LEFT,14
1,IN77.1,IN_77_1,J71.2,J_71_2,IJ,true,false,missing_inlet_source,RIGHT,14
1,J71.1,J_71_1,J71.9,J_71_9,JJ,true,true,,TOP,15
1,J71,J_71,J71.1,J_71_1,JJ,true,false,missing_junction_source,LEFT,16
1,IN76.5,IN_76_5,J71.1,J_71_1,IJ,true,false,missing_junction_source,RIGHT,16
1,J69,J_69,J71,J_71,JJ,true,true,,TOP,17
1,J70.4,J_70_4,J71,J_71,JJ,true,true,,LEFT,17
1,IN76.43,IN_76_43,J70.4,J_70_4,IJ,true,true,,LEFT,18
1,J70.3,J_70_3,J70.4,J_70_4,JJ,true,false,missing_junction_source,RIGHT,18
1,IN76.42,IN_76_42,J70.3,J_70_3,IJ,true,true,,RIGHT,19
1,IN76.41,IN_76_41,J70.3,J_70_3,IJ,true,true,,LEFT,19
1,J70.2,J_70_2,J70.3,J_70_3,JJ,true,true,,TOP,19
1,J70.1,J_70_1,J70.2,J_70_2,JJ,true,true,,LEFT,20
1,J70,J_70,J70.2,J_70_2,JJ,true,true,,TOP,20
1,IN76.3,IN_76_3,J70.1,J_70_1,IJ,true,false,missing_junction_source,TOP,21
1,IN76.1,IN_76_1,J70,J_70,IJ,true,false,missing_inlet_source,LEFT,22
1,IN76.2,IN_76_2,J70,J_70,IJ,true,true,,RIGHT,22
1,IN76,IN_76,J70,J_70,IJ,true,true,,TOP,22
1,J68.1,J_68_1,J69,J_69,JJ,true,true,,RIGHT,23
1,J68.05,J_68_05,J69,J_69,JJ,true,true,,LEFT,23
1,J65.3,J_65_3,J69,J_69,JJ,true,true,,TOP,23
1,J68,J_68,J68.05,J_68_05,JJ,true,true,,TOP,24
1,IN75.3,IN_75_3,J68,J_68,IJ,true,true,,LEFT,25
1,IN75.4,IN_75_4,J68,J_68,IJ,true,false,missing_inlet_source,RIGHT,25
1,IN75.5,IN_75_5,J68.1,J_68_1,IJ,true,false,missing_junction_source,RIGHT,26
1,IN75.6,IN_75_6,J68.1,J_68_1,IJ,true,true,,LEFT,26
1,J65.1,J_65_1,J65.3,J_65_3,JJ,true,true,,TOP,27
1,J65.25,J_65_25,J65.3,J_65_3,JJ,true,true,,LEFT,27
1,IN75.25,IN_75_25,J65.25,J_65_25,IJ,true,true,,TOP,28
1,J65.2,J_65_2,J65.25,J_65_25,JJ,true,true,,TOP,28
1,IN75.2,IN_75_2,J65.2,J_65_2,IJ,true,true,,RIGHT,29
1,IN75.1,IN_75_1,J65.2,J_65_2,IJ,true,false,missing_inlet_source,LEFT,29
1,J65,J_65,J65.1,J_65_1,JJ,true,false,missing_junction_source,TOP,30
1,IN75,IN_75,J65.1,J_65_1,IJ,true,false,missing_junction_source,LEFT,30
1,IN74,IN_74,J65.1,J_65_1,IJ,true,false,missing_junction_source,RIGHT,30
1,IN67,IN_67,J65,J_65,IJ,true,true,,RIGHT,31
1,IN66,IN_66,J65,J_65,IJ,true,true,,TOP,31
1,J63,J_63,J65,J_65,JJ,true,true,,LEFT,31
1,IN62,IN_62,J63,J_63,IJ,true,true,,LEFT,32
1,IN63,IN_63,J63,J_63,IJ,true,true,,RIGHT,32
1,J62,J_62,J63,J_63,JJ,true,true,,TOP,32
1,J61,J_61,J62,J_62,JJ,true,true,,RIGHT,33
1,J57,J_57,J62,J_62,JJ,true,true,,TOP,33
1,IN60,IN_60,J61,J_61,IJ,true,true,,LEFT,34
1,IN61,IN_61,J61,J_61,IJ,true,true,,RIGHT,34
1,J55,J_55,J57,J_57,JJ,true,true,,TOP,35
1,J54,J_54,J57,J_57,JJ,true,true,,RIGHT,35
1,IN57,IN_57,J57,J_57,IJ,true,true,,LEFT,35
1,IN56,IN_56,J55,J_55,IJ,true,true,,RIGHT,36
1,IN56.1,IN_56_1,J55,J_55,IJ,true,true,,LEFT,36
1,IN54,IN_54,J54,J_54,IJ,true,true,,LEFT,37
1,IN55,IN_55,J54,J_54,IJ,true,true,,RIGHT,37
1,J53,J_53,J54,J_54,JJ,true,true,,TOP,37
1,J52,J_52,J53,J_53,JJ,true,true,,LEFT,38
1,J51,J_51,J53,J_53,JJ,true,true,,TOP,38
1,IN52,IN_52,J52,J_52,IJ,true,true,,TOP,39
1,IN52.1,IN_52_1,J52,J_52,IJ,true,true,,LEFT,39
1,IN53,IN_53,J52,J_52,IJ,true,true,,RIGHT,39
1,J50,J_50,J51,J_51,JJ,true,true,,RIGHT,40
1,J49,J_49,J51,J_51,JJ,true,true,,LEFT,40
1,J42,J_42,J51,J_51,JJ,true,true,,TOP,40
1,IN51,IN_51,J50,J_50,IJ,true,true,,TOP,41
1,J48,J_48,J49,J_49,JJ,true,true,,TOP,42
1,IN50,IN_50,J49,J_49,IJ,true,true,,RIGHT,42
1,J47,J_47,J48,J_48,JJ,true,true,,RIGHT,43
1,J46,J_46,J48,J_48,JJ,true,true,,TOP,43
1,IN49,IN_49,J47,J_47,IJ,true,true,,RIGHT,44
1,IN48,IN_48,J47,J_47,IJ,true,true,,TOP,44
1,IN47,IN_47,J46,J_46,IJ,true,true,,LEFT,45
1,J45,J_45,J46,J_46,JJ,true,true,,RIGHT,45
1,IN46,IN_46,J45,J_45,IJ,true,true,,LEFT,46
1,J44,J_44,J45,J_45,JJ,true,true,,TOP,46
1,J43,J_43,J44,J_44,JJ,true,true,,LEFT,47
1,IN45,IN_45,J44,J_44,IJ,true,true,,RIGHT,47
1,IN44,IN_44,J43,J_43,IJ,true,true,,TOP,48
1,J41,J_41,J42,J_42,JJ,true,true,,RIGHT,49
1,J39,J_39,J42,J_42,JJ,true,true,,30 DEGREES TOP LEFT,49
1,IN43.1,IN_43_1,J41,J_41,IJ,true,true,,RIGHT,50
1,IN43,IN_43,J41,J_41,IJ,true,true,,LEFT,50
1,J40,J_40,J41,J_41,JJ,true,true,,TOP,50
1,IN42,IN_42,J40,J_40,IJ,true,true,,TOP,51
1,J38,J_38,J39,J_39,JJ,true,true,,RIGHT,52
1,J37,J_37,J39,J_39,JJ,true,true,,TOP,52
1,IN40,IN_40,J38,J_38,IJ,true,true,,TOP,53
1,IN41,IN_41,J38,J_38,IJ,true,true,,LEFT,53
1,J36,J_36,J37,J_37,JJ,true,true,,LEFT,54
1,J35,J_35,J37,J_37,JJ,true,true,,TOP,54
1,IN39,IN_39,J36,J_36,IJ,true,true,,TOP,55
1,J31,J_31,J35,J_35,JJ,true,true,,TOP,56
1,J34,J_34,J35,J_35,JJ,true,true,,RIGHT,56
1,IN38,IN_38,J35,J_35,IJ,true,true,,LEFT,56
1,J33,J_33,J34,J_34,JJ,true,true,,LEFT,57
1,J32,J_32,J34,J_34,JJ,true,true,,TOP,57
1,IN37,IN_37,J33,J_33,IJ,true,true,,TOP,58
1,IN35,IN_35,J32,J_32,IJ,true,true,,RIGHT,59
1,IN36,IN_36,J32,J_32,IJ,true,true,,LEFT,59
1,J30,J_30,J31,J_31,JJ,true,true,,LEFT,60
1,J29,J_29,J31,J_31,JJ,true,true,,TOP,60
1,IN34,IN_34,J30,J_30,IJ,true,true,,TOP,61
1,J28,J_28,J29,J_29,JJ,true,true,,RIGHT,62
1,J26,J_26,J29,J_29,JJ,true,true,,LEFT,62
1,J15,J_15,J29,J_29,JJ,true,true,,TOP,62
1,IN33,IN_33,J28,J_28,IJ,true,true,,LEFT,63
1,J27.1,J_27_1,J28,J_28,JJ,true,true,,TOP,63
1,IN32,IN_32,J27.1,J_27_1,IJ,true,true,,LEFT,64
1,J27,J_27,J27.1,J_27_1,JJ,true,true,,TOP,64
1,IN31,IN_31,J27,J_27,IJ,true,true,,LEFT,65
1,J26.1,J_26_1,J27,J_27,JJ,true,true,,TOP,65
1,IN30.1,IN_30_1,J26.1,J_26_1,IJ,true,true,,LEFT,66
1,J25,J_25,J26,J_26,JJ,true,true,,TOP,67
1,IN30,IN_30,J26,J_26,IJ,true,true,,RIGHT,67
1,J24,J_24,J25,J_25,JJ,true,true,,LEFT,68
1,J23,J_23,J25,J_25,JJ,true,true,,TOP,68
1,IN28,IN_28,J24,J_24,IJ,true,true,,RIGHT,69
1,IN29,IN_29,J24,J_24,IJ,true,true,,LEFT,69
1,J22,J_22,J23,J_23,JJ,true,true,,RIGHT,70
1,J21,J_21,J23,J_23,JJ,true,true,,TOP,70
1,IN26,IN_26,J22,J_22,IJ,true,true,,LEFT,71
1,IN27,IN_27,J22,J_22,IJ,true,true,,RIGHT,71
1,J20,J_20,J21,J_21,JJ,true,true,,45 DEGREES TOP RIGHT,72
1,IN25,IN_25,J21,J_21,IJ,true,true,,LEFT,72
1,J19,J_19,J20,J_20,JJ,true,true,,LEFT,73
1,J18,J_18,J20,J_20,JJ,true,true,,TOP,73
1,IN23,IN_23,J19,J_19,IJ,true,true,,RIGHT,74
1,IN24,IN_24,J19,J_19,IJ,true,true,,LEFT,74
1,J17,J_17,J18,J_18,JJ,true,true,,60 DEGREES TOP RIGHT,75
1,J16,J_16,J18,J_18,JJ,true,true,,TOP,75
1,IN22,IN_22,J17,J_17,IJ,true,true,,RIGHT,76
1,IN21,IN_21,J17,J_17,IJ,true,true,,LEFT,76
1,IN19,IN_19,J16,J_16,IJ,true,true,,LEFT,77
1,IN20,IN_20,J16,J_16,IJ,true,true,,RIGHT,77
1,J14,J_14,J15,J_15,JJ,true,true,,RIGHT,78
1,J13,J_13,J15,J_15,JJ,true,true,,LEFT,78
1,J11,J_11,J15,J_15,JJ,true,true,,TOP,78
1,IN18,IN_18,J14,J_14,IJ,true,true,,TOP,79
1,IN17,IN_17,J13,J_13,IJ,true,true,,TOP,80
1,J12,J_12,J13,J_13,JJ,true,true,,RIGHT,80
1,IN16,IN_16,J12,J_12,IJ,true,true,,TOP,81
1,IN15,IN_15,J11,J_11,IJ,true,true,,LEFT,82
1,J9,J_9,J11,J_11,JJ,true,true,,TOP,82
1,J8,J_8,J9,J_9,JJ,true,true,,LEFT,83
1,J7.1,J_7_1,J9,J_9,JJ,true,true,,TOP,83
1,IN12,IN_12,J8,J_8,IJ,true,true,,LEFT,84
1,IN13,IN_13,J8,J_8,IJ,true,true,,RIGHT,84
1,J7,J_7,J7.1,J_7_1,JJ,true,true,,RIGHT,85
1,J6.1,J_6_1,J7.1,J_7_1,JJ,true,true,,TOP,85
1,IN11,IN_11,J7,J_7,IJ,true,true,,TOP,86
1,IN10,IN_10,J6.1,J_6_1,IJ,true,true,,LEFT,87
1,J6,J_6,J6.1,J_6_1,JJ,true,true,,TOP,87
1,IN9,IN_9,J6,J_6,IJ,true,true,,TOP,88
1,J5,J_5,J6,J_6,JJ,true,true,,RIGHT,88
1,J3,J_3,J6,J_6,JJ,true,true,,LEFT,88
1,IN8,IN_8,J5,J_5,IJ,true,true,,LEFT,89
1,J4.1,J_4_1,J5,J_5,JJ,true,true,,TOP,89
1,IN6,IN_6,J4.1,J_4_1,IJ,true,false,missing_junction_source,RIGHT,90
1,IN6.1,IN_6_1,J4.1,J_4_1,IJ,true,false,missing_junction_source,TOP,90
1,IN7,IN_7,J4.1,J_4_1,IJ,true,false,missing_junction_source,LEFT,90
1,J2,J_2,J3,J_3,JJ,true,true,,RIGHT,91
1,IN5,IN_5,J3,J_3,IJ,true,true,,TOP,91
1,J1,J_1,J2,J_2,JJ,true,true,,TOP,92
1,IN3,IN_3,J2,J_2,IJ,true,true,,RIGHT,92
1,IN1,IN_1,J1,J_1,IJ,true,true,,LEFT,93
1,IN2,IN_2,J1,J_1,IJ,true,true,,RIGHT,93
2,J134,J_134,O134,O_134,JO,true,true,,TOP,95
2,IN162,IN_162,J134,J_134,IJ,true,true,,TOP,96
2,J133,J_133,J134,J_134,JJ,true,true,,LEFT,96
2,J132.1,J_132_1,J133,J_133,JJ,true,true,,RIGHT,97
2,J132,J_132,J133,J_133,JJ,true,true,,TOP,97
2,IN160,IN_160,J132.1,J_132_1,IJ,true,true,,TOP,98
2,J131,J_131,J132,J_132,JJ,true,true,,TOP,99
2,J100,J_100,J132,J_132,JJ,true,true,,RIGHT,99
2,IN159,IN_159,J131,J_131,IJ,true,true,,RIGHT,100
2,J130,J_130,J131,J_131,JJ,true,true,,TOP,100
2,J129,J_129,J130,J_130,JJ,true,true,,RIGHT,101
2,J121,J_121,J130,J_130,JJ,true,true,,TOP,101
2,IN157,IN_157,J129,J_129,IJ,true,true,,LEFT,102
2,IN158,IN_158,J129,J_129,IJ,true,true,,RIGHT,102
2,J128,J_128,J129,J_129,JJ,true,true,,TOP,102
2,J127,J_127,J128,J_128,JJ,true,true,,45 DEGREES TOP LEFT,103
2,IN156,IN_156,J128,J_128,IJ,true,true,,LEFT,103
2,IN155,IN_155,J128,J_128,IJ,true,true,,RIGHT,103
2,J126,J_126,J127,J_127,JJ,true,true,,45 DEGREES TOP RIGHT,104
2,J124,J_124,J127,J_127,JJ,true,true,,45 DEGREES TOP LEFT,104
2,J125,J_125,J126,J_126,JJ,true,true,,TOP,105
2,IN153,IN_153,J126,J_126,IJ,true,true,,LEFT,105
2,IN154,IN_154,J126,J_126,IJ,true,true,,RIGHT,105
2,IN152,IN_152,J125,J_125,IJ,true,true,,TOP,106
2,J123,J_123,J124,J_124,JJ,true,true,,TOP,107
2,IN151,IN_151,J124,J_124,IJ,true,true,,LEFT,107
2,J122,J_122,J123,J_123,JJ,true,true,,RIGHT,108
2,IN150,IN_150,J123,J_123,IJ,true,true,,TOP,108
2,IN148,IN_148,J122,J_122,IJ,true,true,,LEFT,109
2,IN149,IN_149,J122,J_122,IJ,true,true,,RIGHT,109
2,J120,J_120,J121,J_121,JJ,true,true,,LEFT,110
2,IN147,IN_147,J121,J_121,IJ,true,true,,RIGHT,110
2,J119,J_119,J121,J_121,JJ,true,true,,TOP,110
2,IN146,IN_146,J120,J_120,IJ,true,true,,TOP,111
2,J118,J_118,J119,J_119,JJ,true,true,,RIGHT,112
2,J117,J_117,J119,J_119,JJ,true,true,,TOP,112
2,IN143,IN_143,J118,J_118,IJ,true,true,,TOP,113
2,IN144,IN_144,J118,J_118,IJ,true,true,,LEFT,113
2,IN145,IN_145,J118,J_118,IJ,true,true,,RIGHT,113
2,J116,J_116,J117,J_117,JJ,true,true,,RIGHT,114
2,J111,J_111,J117,J_117,JJ,true,true,,TOP,114
2,J115,J_115,J117,J_117,JJ,true,true,,LEFT,114
2,IN141,IN_141,J116,J_116,IJ,true,true,,TOP,115
2,J113.2,J_113_2,J115,J_115,JJ,true,true,,LEFT,116
2,J114,J_114,J115,J_115,JJ,true,true,,TOP,116
2,J114.2,J_114_2,J115,J_115,JJ,true,true,,RIGHT,116
2,J114.1,J_114_1,J114.2,J_114_2,JJ,true,true,,TOP,117
2,IN139,IN_139,J114.2,J_114_2,IJ,true,true,,RIGHT,117
2,IN138,IN_138,J114.1,J_114_1,IJ,true,true,,TOP,118
2,IN137.1,IN_137_1,J114,J_114,IJ,true,true,,RIGHT,119
2,IN137,IN_137,J114,J_114,IJ,true,true,,LEFT,119
2,J113.1,J_113_1,J113.2,J_113_2,JJ,true,true,,TOP,120
2,IN140,IN_140,J113.2,J_113_2,IJ,true,true,,LEFT,120
2,J113,J_113,J113.1,J_113_1,JJ,true,true,,TOP,121
2,IN136,IN_136,J113.1,J_113_1,IJ,true,true,,RIGHT,121
2,IN135,IN_135,J113,J_113,IJ,true,true,,TOP,122
2,J112,J_112,J113,J_113,JJ,true,true,,45 DEGREES TOP LEFT,122
2,IN134,IN_134,J112,J_112,IJ,true,true,,RIGHT,123
2,IN133,IN_133,J112,J_112,IJ,true,true,,LEFT,123
2,IN131,IN_131,J111,J_111,IJ,true,true,,LEFT,124
2,IN132,IN_132,J111,J_111,IJ,true,true,,RIGHT,124
2,J110.3,J_110_3,J111,J_111,JJ,true,true,,TOP,124
2,IN130.4,IN_130_4,J110.3,J_110_3,IJ,true,true,,LEFT,125
2,IN130.5,IN_130_5,J110.3,J_110_3,IJ,true,true,,RIGHT,125
2,J110.2,J_110_2,J110.3,J_110_3,JJ,true,true,,TOP,125
2,J110.1,J_110_1,J110.2,J_110_2,JJ,true,true,,LEFT,126
2,J110,J_110,J110.2,J_110_2,JJ,true,true,,45 DEGREES TOP RIGHT,126
2,IN130.2,IN_130_2,J110.1,J_110_1,IJ,true,false,missing_inlet_source,RIGHT,127
2,IN130.3,IN_130_3,J110.1,J_110_1,IJ,true,false,missing_inlet_source,LEFT,127
2,J108.4,J_108_4,J110,J_110,JJ,true,true,,45 DEGREES TOP LEFT,128
2,J109.2,J_109_2,J110,J_110,JJ,true,true,,45 DEGREES TOP RIGHT,128
2,IN130,IN_130,J109.2,J_109_2,IJ,true,true,,TOP,129
2,IN130.1,IN_130_1,J109.2,J_109_2,IJ,true,true,,RIGHT,129
2,J109.1,J_109_1,J109.2,J_109_2,JJ,true,true,,LEFT,129
2,IN129.2,IN_129_2,J109.1,J_109_1,IJ,true,false,missing_inlet_source,RIGHT,130
2,J109,J_109,J109.1,J_109_1,JJ,true,true,,TOP,130
2,IN129,IN_129,J109,J_109,IJ,true,true,,LEFT,131
2,IN129.1,IN_129_1,J109,J_109,IJ,true,true,,RIGHT,131
2,J107,J_107,J108.4,J_108_4,JJ,true,true,,TOP,132
2,J108.1,J_108_1,J108.4,J_108_4,JJ,true,true,,LEFT,132
2,J108.3,J_108_3,J108.4,J_108_4,JJ,true,true,,RIGHT,132
2,J108.2,J_108_2,J108.3,J_108_3,JJ,true,true,,TOP,133
2,IN128.2,IN_128_2,J108.3,J_108_3,IJ,true,false,missing_inlet_source,LEFT,133
