basin_index,from_raw,from_swmm_id,to_raw,to_swmm_id,edge_type,parsed_successfully,built_successfully,blocker_reason,direction_token_used,source_branch_logic_row
2,IN128,IN_128,J108.2,J_108_2,IJ,true,true,,TOP,134
2,IN128.1,IN_128_1,J108.2,J_108_2,IJ,true,true,,RIGHT,134
2,J108,J_108,J108.1,J_108_1,JJ,true,true,,TOP,135
2,IN127.2,IN_127_2,J108.1,J_108_1,IJ,true,true,,RIGHT,135
2,IN127,IN_127,J108,J_108,IJ,true,true,,TOP,136
2,IN127.1,IN_127_1,J108,J_108,IJ,true,true,,LEFT,136
2,J106,J_106,J107,J_107,JJ,true,true,,LEFT,137
2,J104,J_104,J107,J_107,JJ,true,true,,RIGHT,137
2,J101.1,J_101_1,J107,J_107,JJ,true,true,,TOP,137
2,IN125,IN_125,J106,J_106,IJ,true,true,,RIGHT,138
2,IN126,IN_126,J106,J_106,IJ,true,true,,LEFT,138
2,J105.4,J_105_4,J106,J_106,JJ,true,true,,TOP,138
2,J105.2,J_105_2,J105.4,J_105_4,JJ,true,true,,RIGHT,139
2,J105.3,J_105_3,J105.4,J_105_4,JJ,true,true,,LEFT,139
2,J105.1,J_105_1,J105.4,J_105_4,JJ,true,true,,TOP,139
2,IN124.5,IN_124_5,J105.3,J_105_3,IJ,true,true,,RIGHT,140
2,IN124.6,IN_124_6,J105.3,J_105_3,IJ,true,true,,LEFT,140
2,IN124.3,IN_124_3,J105.2,J_105_2,IJ,true,true,,LEFT,141
2,IN124.4,IN_124_4,J105.2,J_105_2,IJ,true,true,,RIGHT,141
2,J105,J_105,J105.1,J_105_1,JJ,true,true,,LEFT,142
2,IN124.2,IN_124_2,J105.1,J_105_1,IJ,true,true,,RIGHT,142
2,IN124,IN_124,J105,J_105,IJ,true,true,,RIGHT,143
2,IN124.1,IN_124_1,J105,J_105,IJ,true,true,,LEFT,143
2,J103.4,J_103_4,J104,J_104,JJ,true,true,,TOP,144
2,J103.5,J_103_5,J104,J_104,JJ,true,true,,LEFT,144
2,IN123.4,IN_123_4,J103.5,J_103_5,IJ,true,true,,TOP,145
2,IN123.2,IN_123_2,J103.4,J_103_4,IJ,true,true,,LEFT,146
2,IN123.3,IN_123_3,J103.4,J_103_4,IJ,true,true,,RIGHT,146
2,J103.3,J_103_3,J103.4,J_103_4,JJ,true,true,,TOP,146
2,J102.4,J_102_4,J103.3,J_103_3,JJ,true,true,,TOP,147
2,J103.2,J_103_2,J103.3,J_103_3,JJ,true,true,,LEFT,147
2,J103.1,J_103_1,J103.2,J_103_2,JJ,true,true,,RIGHT,148
2,J103,J_103,J103.2,J_103_2,JJ,true,true,,TOP,148
2,IN123,IN_123,J103.1,J_103_1,IJ,true,true,,LEFT,149
2,IN123.1,IN_123_1,J103.1,J_103_1,IJ,true,true,,RIGHT,149
2,IN122,IN_122,J103,J_103,IJ,true,true,,TOP,150
2,IN122.1,IN_122_1,J103,J_103,IJ,true,true,,LEFT,150
2,IN122.2,IN_122_2,J103,J_103,IJ,true,true,,RIGHT,150
2,J102.3,J_102_3,J102.4,J_102_4,JJ,true,true,,TOP,151
2,IN121,IN_121,J102.4,J_102_4,IJ,true,true,,RIGHT,151
2,J102.1,J_102_1,J102.3,J_102_3,JJ,true,true,,TOP,152
2,J102.2,J_102_2,J102.3,J_102_3,JJ,true,true,,LEFT,152
2,IN120,IN_120,J102.2,J_102_2,IJ,true,true,,TOP,153
2,IN119.2,IN_119_2,J102.1,J_102_1,IJ,true,true,,RIGHT,154
2,J102,J_102,J102.1,J_102_1,JJ,true,true,,TOP,154
2,IN119,IN_119,J102,J_102,IJ,true,true,,LEFT,155
2,IN119.1,IN_119_1,J102,J_102,IJ,true,true,,RIGHT,155
2,IN118,IN_118,J101.1,J_101_1,IJ,true,true,,LEFT,156
2,IN118.1,IN_118_1,J101.1,J_101_1,IJ,true,true,,RIGHT,156
2,J101,J_101,J101.1,J_101_1,JJ,true,true,,TOP,156
2,IN117.2,IN_117_2,J101,J_101,IJ,true,true,,RIGHT,157
2,IN117.1,IN_117_1,J101,J_101,IJ,true,true,,LEFT,157
2,IN117,IN_117,J101,J_101,IJ,true,true,,TOP,157
2,J99,J_99,J100,J_100,JJ,true,true,,RIGHT,158
2,J98,J_98,J100,J_100,JJ,true,true,,TOP,158
2,IN116.2,IN_116_2,J99,J_99,IJ,true,true,,RIGHT,159
2,IN116.3,IN_116_3,J99,J_99,IJ,true,true,,TOP,159
2,IN116.4,IN_116_4,J99,J_99,IJ,true,true,,LEFT,159
2,IN116.1,IN_116_1,J98,J_98,IJ,true,true,,LEFT,160
2,J97.1,J_97_1,J98,J_98,JJ,true,true,,RIGHT,160
2,J96,J_96,J98,J_98,JJ,true,true,,TOP,160
2,J97,J_97,J97.1,J_97_1,JJ,true,true,,TOP,161
2,IN116.01,IN_116_01,J97.1,J_97_1,IJ,true,true,,RIGHT,161
2,IN116.02,IN_116_02,J97.1,J_97_1,IJ,true,true,,LEFT,161
2,IN116,IN_116,J97,J_97,IJ,true,true,,TOP,162
2,J96.1,J_96_1,J97,J_97,JJ,true,true,,LEFT,162
2,IN115.1,IN_115_1,J96.1,J_96_1,IJ,true,true,,TOP,163
2,IN114,IN_114,J96,J_96,IJ,true,true,,LEFT,164
2,IN115,IN_115,J96,J_96,IJ,true,true,,RIGHT,164
2,J95.4,J_95_4,J96,J_96,JJ,true,true,,TOP,164
2,J95,J_95,J95.4,J_95_4,JJ,true,true,,45 DEGREES TOP LEFT,165
2,J95.3,J_95_3,J95.4,J_95_4,JJ,true,true,,RIGHT,165
2,J95.2,J_95_2,J95.3,J_95_3,JJ,true,true,,LEFT,166
2,J95.15,J_95_15,J95.2,J_95_2,JJ,true,true,,RIGHT,167
2,IN113,IN_113,J95.2,J_95_2,IJ,true,true,,LEFT,167
2,IN112.2,IN_112_2,J95.2,J_95_2,IJ,true,true,,TOP,167
2,J95.1,J_95_1,J95.15,J_95_15,JJ,true,true,,TOP,168
2,IN112.1,IN_112_1,J95.15,J_95_15,IJ,true,true,,RIGHT,168
2,IN112,IN_112,J95.1,J_95_1,IJ,true,true,,LEFT,169
2,J89,J_89,J95,J_95,JJ,true,true,,45 DEGREES TOP LEFT,170
2,J94.4,J_94_4,J95,J_95,JJ,true,true,,RIGHT,170
2,IN111,IN_111,J95,J_95,IJ,true,true,,TOP,170
2,J94.1,J_94_1,J94.4,J_94_4,JJ,true,true,,45 DEGREES TOP RIGHT,171
2,J94.2,J_94_2,J94.4,J_94_4,JJ,true,true,,LEFT,171
2,IN110.1,IN_110_1,J94.2,J_94_2,IJ,true,true,,TOP,172
2,J94,J_94,J94.1,J_94_1,JJ,true,true,,TOP,173
2,J93,J_93,J94,J_94,JJ,true,true,,LEFT,174
2,IN109,IN_109,J94,J_94,IJ,true,true,,RIGHT,174
2,J92,J_92,J93,J_93,JJ,true,true,,TOP,175
2,IN107,IN_107,J93,J_93,IJ,true,true,,RIGHT,175
2,IN108,IN_108,J93,J_93,IJ,true,true,,LEFT,175
2,J90.1,J_90_1,J92,J_92,JJ,true,true,,45 DEGREES TOP RIGHT,176
2,J91,J_91,J92,J_92,JJ,true,true,,45 DEGREES TOP LEFT,176
2,IN106,IN_106,J91,J_91,IJ,true,true,,RIGHT,177
2,IN106.1,IN_106_1,J91,J_91,IJ,true,true,,TOP,177
2,J90,J_90,J90.1,J_90_1,JJ,true,true,,TOP,178
2,IN105,IN_105,J90.1,J_90_1,IJ,true,true,,LEFT,178
2,IN103,IN_103,J90,J_90,IJ,true,true,,LEFT,179
2,IN104,IN_104,J90,J_90,IJ,true,true,,RIGHT,179
2,J88.1,J_88_1,J89,J_89,JJ,true,true,,TOP,180
2,IN102,IN_102,J89,J_89,IJ,true,true,,RIGHT,180
2,J88,J_88,J88.1,J_88_1,JJ,true,true,,LEFT,181
2,J83.1,J_83_1,J88.1,J_88_1,JJ,true,true,,RIGHT,181
2,J87,J_87,J88.1,J_88_1,JJ,true,true,,TOP,181
2,IN101,IN_101,J88.1,J_88_1,IJ,true,true,,45 DEGREES TOP RIGHT,181
2,IN100.1,IN_100_1,J88.1,J_88_1,IJ,true,true,,45 DEGREES TOP LEFT,181
2,IN100,IN_100,J88,J_88,IJ,true,true,,TOP,182
2,J85,J_85,J87,J_87,JJ,true,true,,RIGHT,183
2,J86,J_86,J87,J_87,JJ,true,true,,TOP,183
2,IN99,IN_99,J86,J_86,IJ,true,true,,LEFT,184
2,IN98,IN_98,J86,J_86,IJ,true,true,,RIGHT,184
2,J84.1,J_84_1,J85,J_85,JJ,true,true,,LEFT,185
2,IN97,IN_97,J85,J_85,IJ,true,true,,RIGHT,185
2,IN96,IN_96,J84.1,J_84_1,IJ,true,true,,LEFT,186
2,J84,J_84,J84.1,J_84_1,JJ,true,true,,TOP,186
2,IN95,IN_95,J84,J_84,IJ,true,true,,RIGHT,187
2,IN94,IN_94,J83.1,J_83_1,IJ,true,true,,RIGHT,188
2,J83,J_83,J83.1,J_83_1,JJ,true,true,,TOP,188
2,J82,J_82,J83,J_83,JJ,true,true,,TOP,189
2,IN93,IN_93,J83,J_83,IJ,true,true,,RIGHT,189
2,IN92,IN_92,J83,J_83,IJ,true,true,,LEFT,189
2,IN90,IN_90,J82,J_82,IJ,true,true,,LEFT,190
2,IN91,IN_91,J82,J_82,IJ,true,true,,RIGHT,190
2,J81.1,J_81_1,J82,J_82,JJ,true,false,missing_junction_source,TOP,190
2,IN89,IN_89,J81.1,J_81_1,IJ,true,false,missing_junction_source,LEFT,191
2,J81,J_81,J81.1,J_81_1,JJ,true,false,missing_junction_source,TOP,191
2,J80,J_80,J81,J_81,JJ,true,true,,TOP,192
2,IN87,IN_87,J81,J_81,IJ,true,true,,LEFT,192
2,IN88,IN_88,J81,J_81,IJ,true,true,,RIGHT,192
2,J79,J_79,J80,J_80,JJ,true,true,,RIGHT,193
2,J78.1,J_78_1,J80,J_80,JJ,true,false,missing_junction_source,TOP,193
2,IN86,IN_86,J79,J_79,IJ,true,true,,RIGHT,194
2,IN85,IN_85,J79,J_79,IJ,true,true,,LEFT,194
2,J78,J_78,J78.1,J_78_1,JJ,true,false,missing_junction_source,TOP,195
2,IN84,IN_84,J78.1,J_78_1,IJ,true,false,missing_junction_source,LEFT,195
1,J76,J_76,J77,J_77,JJ,true,true,,TOP,3
1,J75,J_75,J77,J_77,JJ,true,true,,TOP,3
1,IN81,IN_81,J75,J_75,IJ,true,true,,TOP,5
1,IN79,IN_79,J75,J_75,IJ,true,true,,TOP,5
1,J74,J_74,J75,J_75,JJ,true,true,,TOP,5
1,J71.9,J_71_9,J72,J_72,JJ,true,true,,TOP,7
1,J71.8,J_71_8,J72,J_72,JJ,true,true,,TOP,7
1,IN77.6,IN_77_6,J71.8,J_71_8,IJ,true,true,,TOP,8
1,J71.6,J_71_6,J71.7,J_71_7,JJ,true,true,,TOP,9
1,J71.4,J_71_4,J71.7,J_71_7,JJ,true,true,,TOP,9
1,IN77.5,IN_77_5,J71.6,J_71_6,IJ,true,true,,TOP,10
1,IN77.3,IN_77_3,J71.5,J_71_5,IJ,true,true,,TOP,11
1,IN77.4,IN_77_4,J71.5,J_71_5,IJ,true,true,,TOP,11
1,J71.2,J_71_2,J71.4,J_71_4,JJ,true,false,missing_junction_source,TOP,12
1,IN77,IN_77,J71.2,J_71_2,IJ,true,true,,TOP,14
1,IN77.1,IN_77_1,J71.2,J_71_2,IJ,true,false,missing_inlet_source,TOP,14
1,J71,J_71,J71.1,J_71_1,JJ,true,false,missing_junction_source,TOP,16
1,IN76.5,IN_76_5,J71.1,J_71_1,IJ,true,false,missing_junction_source,TOP,16
1,J70.4,J_70_4,J71,J_71,JJ,true,true,,TOP,17
1,IN76.43,IN_76_43,J70.4,J_70_4,IJ,true,true,,TOP,18
1,J70.3,J_70_3,J70.4,J_70_4,JJ,true,false,missing_junction_source,TOP,18
1,IN76.42,IN_76_42,J70.3,J_70_3,IJ,true,true,,TOP,19
1,IN76.41,IN_76_41,J70.3,J_70_3,IJ,true,true,,TOP,19
1,J70.1,J_70_1,J70.2,J_70_2,JJ,true,true,,TOP,20
1,IN76.1,IN_76_1,J70,J_70,IJ,true,false,missing_inlet_source,TOP,22
1,IN76.2,IN_76_2,J70,J_70,IJ,true,true,,TOP,22
1,J68.1,J_68_1,J69,J_69,JJ,true,true,,TOP,23
1,J68.05,J_68_05,J69,J_69,JJ,true,true,,TOP,23
1,IN75.3,IN_75_3,J68,J_68,IJ,true,true,,TOP,25
1,IN75.4,IN_75_4,J68,J_68,IJ,true,false,missing_inlet_source,TOP,25
1,IN75.5,IN_75_5,J68.1,J_68_1,IJ,true,false,missing_junction_source,TOP,26
1,IN75.6,IN_75_6,J68.1,J_68_1,IJ,true,true,,TOP,26
1,J65.25,J_65_25,J65.3,J_65_3,JJ,true,true,,TOP,27
1,IN75.2,IN_75_2,J65.2,J_65_2,IJ,true,true,,TOP,29
1,IN75.1,IN_75_1,J65.2,J_65_2,IJ,true,false,missing_inlet_source,TOP,29
1,IN75,IN_75,J65.1,J_65_1,IJ,true,false,missing_junction_source,TOP,30
1,IN74,IN_74,J65.1,J_65_1,IJ,true,false,missing_junction_source,TOP,30
1,IN67,IN_67,J65,J_65,IJ,true,true,,TOP,31
1,J63,J_63,J65,J_65,JJ,true,true,,TOP,31
1,IN62,IN_62,J63,J_63,IJ,true,true,,TOP,32
1,IN63,IN_63,J63,J_63,IJ,true,true,,TOP,32
1,J61,J_61,J62,J_62,JJ,true,true,,TOP,33
1,IN60,IN_60,J61,J_61,IJ,true,true,,TOP,34
1,IN61,IN_61,J61,J_61,IJ,true,true,,TOP,34
1,J54,J_54,J57,J_57,JJ,true,true,,TOP,35
1,IN57,IN_57,J57,J_57,IJ,true,true,,TOP,35
1,IN56,IN_56,J55,J_55,IJ,true,true,,TOP,36
1,IN56.1,IN_56_1,J55,J_55,IJ,true,true,,TOP,36
1,IN54,IN_54,J54,J_54,IJ,true,true,,TOP,37
1,IN55,IN_55,J54,J_54,IJ,true,true,,TOP,37
1,J52,J_52,J53,J_53,JJ,true,true,,TOP,38
1,IN52.1,IN_52_1,J52,J_52,IJ,true,true,,TOP,39
1,IN53,IN_53,J52,J_52,IJ,true,true,,TOP,39
1,J50,J_50,J51,J_51,JJ,true,true,,TOP,40
1,J49,J_49,J51,J_51,JJ,true,true,,TOP,40
1,IN50,IN_50,J49,J_49,IJ,true,true,,TOP,42
1,J47,J_47,J48,J_48,JJ,true,true,,TOP,43
1,IN49,IN_49,J47,J_47,IJ,true,true,,TOP,44
1,IN47,IN_47,J46,J_46,IJ,true,true,,TOP,45
1,J45,J_45,J46,J_46,JJ,true,true,,TOP,45
1,IN46,IN_46,J45,J_45,IJ,true,true,,TOP,46
1,J43,J_43,J44,J_44,JJ,true,true,,TOP,47
1,IN45,IN_45,J44,J_44,IJ,true,true,,TOP,47
1,J41,J_41,J42,J_42,JJ,true,true,,TOP,49
1,J39,J_39,J42,J_42,JJ,true,true,,TOP,49
1,IN43.1,IN_43_1,J41,J_41,IJ,true,true,,TOP,50
1,IN43,IN_43,J41,J_41,IJ,true,true,,TOP,50
1,J38,J_38,J39,J_39,JJ,true,true,,TOP,52
1,IN41,IN_41,J38,J_38,IJ,true,true,,TOP,53
1,J36,J_36,J37,J_37,JJ,true,true,,TOP,54
1,J34,J_34,J35,J_35,JJ,true,true,,TOP,56
1,IN38,IN_38,J35,J_35,IJ,true,true,,TOP,56
1,J33,J_33,J34,J_34,JJ,true,true,,TOP,57
1,IN35,IN_35,J32,J_32,IJ,true,true,,TOP,59
1,IN36,IN_36,J32,J_32,IJ,true,true,,TOP,59
1,J30,J_30,J31,J_31,JJ,true,true,,TOP,60
1,J28,J_28,J29,J_29,JJ,true,true,,TOP,62
1,J26,J_26,J29,J_29,JJ,true,true,,TOP,62
1,IN33,IN_33,J28,J_28,IJ,true,true,,TOP,63
1,IN32,IN_32,J27.1,J_27_1,IJ,true,true,,TOP,64
1,IN31,IN_31,J27,J_27,IJ,true,true,,TOP,65
1,IN30.1,IN_30_1,J26.1,J_26_1,IJ,true,true,,TOP,66
1,IN30,IN_30,J26,J_26,IJ,true,true,,TOP,67
1,J24,J_24,J25,J_25,JJ,true,true,,TOP,68
1,IN28,IN_28,J24,J_24,IJ,true,true,,TOP,69
1,IN29,IN_29,J24,J_24,IJ,true,true,,TOP,69
1,J22,J_22,J23,J_23,JJ,true,true,,TOP,70
1,IN26,IN_26,J22,J_22,IJ,true,true,,TOP,71
1,IN27,IN_27,J22,J_22,IJ,true,true,,TOP,71
1,J20,J_20,J21,J_21,JJ,true,true,,TOP,72
1,IN25,IN_25,J21,J_21,IJ,true,true,,TOP,72
1,J19,J_19,J20,J_20,JJ,true,true,,TOP,73
1,IN23,IN_23,J19,J_19,IJ,true,true,,TOP,74
1,IN24,IN_24,J19,J_19,IJ,true,true,,TOP,74
1,J17,J_17,J18,J_18,JJ,true,true,,TOP,75
1,IN22,IN_22,J17,J_17,IJ,true,true,,TOP,76
1,IN21,IN_21,J17,J_17,IJ,true,true,,TOP,76
1,IN19,IN_19,J16,J_16,IJ,true,true,,TOP,77
1,IN20,IN_20,J16,J_16,IJ,true,true,,TOP,77
1,J14,J_14,J15,J_15,JJ,true,true,,TOP,78
1,J13,J_13,J15,J_15,JJ,true,true,,TOP,78
1,J12,J_12,J13,J_13,JJ,true,true,,TOP,80
1,IN15,IN_15,J11,J_11,IJ,true,true,,TOP,82
1,J8,J_8,J9,J_9,JJ,true,true,,TOP,83
1,IN12,IN_12,J8,J_8,IJ,true,true,,TOP,84
1,IN13,IN_13,J8,J_8,IJ,true,true,,TOP,84
1,J7,J_7,J7.1,J_7_1,JJ,true,true,,TOP,85
1,IN10,IN_10,J6.1,J_6_1,IJ,true,true,,TOP,87
1,J5,J_5,J6,J_6,JJ,true,true,,TOP,88
1,J3,J_3,J6,J_6,JJ,true,true,,TOP,88
1,IN8,IN_8,J5,J_5,IJ,true,true,,TOP,89
1,IN6,IN_6,J4.1,J_4_1,IJ,true,false,missing_junction_source,TOP,90
1,IN7,IN_7,J4.1,J_4_1,IJ,true,false,missing_junction_source,TOP,90
1,J2,J_2,J3,J_3,JJ,true,true,,TOP,91
1,IN3,IN_3,J2,J_2,IJ,true,true,,TOP,92
1,IN1,IN_1,J1,J_1,IJ,true,true,,TOP,93
1,IN2,IN_2,J1,J_1,IJ,true,true,,TOP,93
2,J133,J_133,J134,J_134,JJ,true,true,,TOP,96
2,J132.1,J_132_1,J133,J_133,JJ,true,true,,TOP,97
2,J100,J_100,J132,J_132,JJ,true,true,,TOP,99
2,IN159,IN_159,J131,J_131,IJ,true,true,,TOP,100
2,J129,J_129,J130,J_130,JJ,true,true,,TOP,101
2,IN157,IN_157,J129,J_129,IJ,true,true,,TOP,102
2,IN158,IN_158,J129,J_129,IJ,true,true,,TOP,102
2,J127,J_127,J128,J_128,JJ,true,true,,TOP,103
2,IN156,IN_156,J128,J_128,IJ,true,true,,TOP,103
2,IN155,IN_155,J128,J_128,IJ,true,true,,TOP,103
2,J126,J_126,J127,J_127,JJ,true,true,,TOP,104
2,J124,J_124,J127,J_127,JJ,true,true,,TOP,104
2,IN153,IN_153,J126,J_126,IJ,true,true,,TOP,105
2,IN154,IN_154,J126,J_126,IJ,true,true,,TOP,105
2,IN151,IN_151,J124,J_124,IJ,true,true,,TOP,107
2,J122,J_122,J123,J_123,JJ,true,true,,TOP,108
2,IN148,IN_148,J122,J_122,IJ,true,true,,TOP,109
